m,water,Na+,Cl-,solubility (molal)
0.0,1.0,1.0,1.0,6.28569805193
0.01,0.999651671843,0.901629779604,0.899403687477,6.98010666454
0.02,0.999311194753,0.869822307943,0.865388509394,7.2449047792
0.03,0.998974800515,0.848272057997,0.841648881725,7.43910106071
0.04,0.998641226655,0.831826146402,0.823029905994,7.59677778801
0.05,0.9983097766,0.818532962635,0.807578163689,7.73113299814
0.06,0.997979999234,0.807411576327,0.794311191295,7.84893419799
0.07,0.99765157561,0.797890113768,0.782655813337,7.95420107102
0.08,0.997324267151,0.789602530254,0.77224486848,8.04955243266
0.09,0.996997888202,0.782298843842,0.762827406266,8.13680722283
0.1,0.996672289987,0.775799979663,0.754223503113,8.21728977099
0.11,0.996347350544,0.769972851027,0.746299321792,8.29199984264
0.12,0.996022968061,0.764715615112,0.73895235042,8.36171417645
0.13,0.995699056291,0.759948459554,0.732102175991,8.42705050019
0.14,0.99537554126,0.755607586377,0.725684457948,8.48850969664
0.15,0.995052358862,0.751641138743,0.719646846599,8.54650459709
0.16,0.994729453043,0.74800635797,0.713946133367,8.6013802471
0.17,0.99440677442,0.744667547172,0.708546208866,8.65342854203
0.18,0.994084279179,0.741594579736,0.703416566743,8.70289903397
0.19,0.993761928232,0.738761785375,0.698531185863,8.75000706703
0.2,0.993439686514,0.736147103823,0.693867680726,8.79494000677
0.21,0.993117522425,0.733731432018,0.689406645864,8.83786208249
0.22,0.992795407371,0.731498113678,0.685131143026,8.87891820225
0.23,0.992473315372,0.729432535301,0.681026295115,8.91823699508
0.24,0.992151222751,0.727521802883,0.67707896112,8.9559332635
0.25,0.991829107863,0.72575448061,0.673277473254,8.99210998031
0.26,0.991506950855,0.724120377715,0.669611422429,9.02685992919
0.27,0.991184733486,0.722610373169,0.666071481763,9.06026706362
0.28,0.990862438943,0.721216270369,0.662649260183,9.09240764134
0.29,0.990540051702,0.71993067584,0.659337180198,9.1233511778
0.3,0.990217557402,0.718746897312,0.65612837513,9.15316125288
0.31,0.98989494273,0.717658857563,0.653016602195,9.18189619757
0.32,0.989572195333,0.716661021159,0.649996168582,9.20960968156
0.33,0.989249303714,0.715748331845,0.647061868224,9.23635121905
0.34,0.988926257178,0.714916158766,0.644208927479,9.26216660578
0.35,0.988603045745,0.714160250061,0.641432958217,9.28709829892
0.36,0.988279660108,0.713476692641,0.638729917161,9.31118574814
0.37,0.987956091563,0.71286187718,0.636096070459,9.33446568589
0.38,0.987632331971,0.71231246754,0.633527962735,9.35697238237
0.39,0.987308373712,0.711825373956,0.631022389936,9.37873787061
0.4,0.986984209647,0.711397729436,0.628576375424,9.39979214573
0.41,0.986659833079,0.711026868941,0.626187148857,9.42016334193
0.42,0.986335237726,0.710710310935,0.623852127487,9.43987789014
0.43,0.986010417688,0.710445741012,0.621568899537,9.45896065893
0.44,0.985685367424,0.710230997298,0.619335209384,9.47743508075
0.45,0.985360081725,0.71006405743,0.617148944331,9.49532326529
0.46,0.985034555695,0.709943026889,0.615008122743,9.51264610163
0.47,0.984708784727,0.709866128532,0.612910883406,9.52942335047
0.48,0.984382764487,0.709831693172,0.610855475945,9.54567372749
0.49,0.984056490894,0.70983815109,0.608840252175,9.56141497908
0.5,0.983729960114,0.709884024423,0.606863658367,9.57666394996
0.51,0.983403168531,0.709967919984,0.604924227881,9.59143664974
0.52,0.983076112745,0.7100885233,0.603020575158,9.60574830432
0.53,0.982748789554,0.710244592669,0.601151389605,9.61961341176
0.54,0.982421195945,0.710434953994,0.59931543034,9.63304578917
0.55,0.982093329083,0.710658496031,0.597511521335,9.6460586165
0.56,0.981765186298,0.71091416604,0.595738546974,9.65866447681
0.57,0.981436765083,0.711200965812,0.593995447992,9.67087539333
0.58,0.981108063079,0.711517948024,0.592281217739,9.68270286353
0.59,0.980779078066,0.71186421289,0.590594898759,9.69415789069
0.6,0.980449807965,0.712238905087,0.588935579645,9.70525101294
0.61,0.980120250821,0.712641210928,0.587302392132,9.71599233022
0.62,0.9797904048,0.713070355746,0.585694508421,9.72639152928
0.63,0.979460268184,0.71352560149,0.584111138713,9.73645790678
0.64,0.979129839363,0.714006244494,0.582551528921,9.74620039083
0.65,0.978799116836,0.714511613424,0.581014958556,9.75562756099
0.66,0.978468099194,0.715041067361,0.579500738764,9.76474766691
0.67,0.978136785128,0.715593994041,0.578008210509,9.7735686457
0.68,0.977805173417,0.716169808202,0.576536742879,9.78209813813
0.69,0.977473262924,0.716767950062,0.575085731519,9.79034350379
0.7,0.977141052598,0.717387883897,0.573654597163,9.79831183519
0.71,0.976808541464,0.718029096714,0.572242784273,9.80600997111
0.72,0.976475728619,0.718691097022,0.57084975976,9.81344450894
0.73,0.976142613235,0.719373413673,0.569475011803,9.82062181637
0.74,0.97580919455,0.72007559479,0.568118048735,9.82754804229
0.75,0.975475471869,0.720797206763,0.566778398007,9.83422912709
0.76,0.975141444558,0.721537833302,0.565455605207,9.84067081231
0.77,0.974807112043,0.722297074556,0.564149233155,9.84687864974
0.78,0.974472473807,0.723074546289,0.56285886105,9.85285800995
0.79,0.974137529389,0.723869879103,0.561584083658,9.85861409041
0.8,0.973802278379,0.724682717708,0.560324510565,9.86415192304
0.81,0.973466720417,0.725512720239,0.559079765466,9.86947638149
0.82,0.973130855195,0.726359557612,0.557849485499,9.87459218783
0.83,0.972794682446,0.727222912919,0.55663332061,9.87950391905
0.84,0.972458201953,0.728102480856,0.555430932974,9.88421601307
0.85,0.972121413537,0.728997967188,0.554241996423,9.88873277456
0.86,0.971784317063,0.729909088238,0.553066195927,9.89305838033
0.87,0.971446912435,0.730835570412,0.551903227097,9.89719688451
0.88,0.971109199594,0.731777149748,0.550752795708,9.9011522235
0.89,0.970771178518,0.732733571482,0.549614617265,9.90492822052
0.9,0.970432849221,0.733704589656,0.548488416574,9.90852859013
0.91,0.970094211751,0.734689966724,0.54737392735,9.91195694235
0.92,0.969755266185,0.7356894732,0.546270891834,9.91521678671
0.93,0.969416012636,0.736702887309,0.545179060443,9.91831153598
0.94,0.969076451243,0.737729994666,0.544098191424,9.92124450989
0.95,0.968736582179,0.738770587969,0.54302805054,9.92401893843
0.96,0.96839640564,0.739824466701,0.541968410759,9.92663796526
0.97,0.968055921852,0.740891436862,0.540919051968,9.92910465075
0.98,0.967715131064,0.741971310697,0.539879760693,9.93142197504
0.99,0.967374033556,0.743063906451,0.538850329844,9.93359284078
